review_id,spot_name,city,province,travel_type,season,travel_month,trip_days,cost_cny_per_person,is_revisit,rating,review_text,recommend_index_raw,helpful_votes
TR009504,葡萄公园,乌海,内蒙古,亲子出游,春季,2,1,708,是,5,2月去的葡萄公园，情侣出行。地点在乌海，打车比较省心，现场高峰时段比较拥挤。这次玩了1天，人均花费约708元，历史文化气息浓。景点印象：景点本身有一定特色整体感受是特别满意，值得专门打卡。二刷意愿：是。,0%,69
TR009505,鹤栖园,盘锦,辽宁,亲子出游,夏季,4,2,397,否,3,4月去的鹤栖园，和朋友出行。地点在盘锦，打车比较省心，现场人不算多。这次玩了2天，人均花费约397元，氛围感不错。景点印象：整体环境还算干净整体感受是体验一般，别抱太高期待。二刷意愿：否。,0%,3
TR009506,瀛湖翠屏岛,安康,陕西,亲子出游,夏季,4,1,80,是,4,4月去的瀛湖翠屏岛，一个人出行。地点在安康，打车比较省心，现场游客较多。这次玩了1天，人均花费约80元，拍照很出片。景点印象：周边配套比较齐全整体感受是整体不错，推荐来看看。二刷意愿：是。,0%,101
TR009507,红光大桥,柳州,广西,城市漫游,春季,1,2,838,否,3,1月去的红光大桥，情侣出行。地点在柳州，公交换乘方便，现场高峰时段比较拥挤。这次玩了2天，人均花费约838元，历史文化气息浓。景点印象：红光大桥位于柳州市中心，横跨柳江，为沟通柳州南北的重要桥梁。2002年9月30日开工，2004年8月28日通车，全长1040米，宽27米，双向四车道。整体感受是还可以，别抱太高期待。二刷意愿：否。,6%,25
TR009508,吉内得国家稻田公园,萍乡,江西,亲子出游,夏季,5,4,1201,否,5,5月去的吉内得国家稻田公园，一个人出行。地点在萍乡，打车比较省心，现场人流量适中。这次玩了4天，人均花费约1201元，氛围感不错。景点印象：景点本身有一定特色整体感受是挺惊喜，很推荐。二刷意愿：否。,0%,84
TR009509,庐山桃花源景区,九江,江西,文化打卡,冬季,9,1,446,否,3,9月去的庐山桃花源景区，和家人出行。地点在九江，自驾停车需要提前规划，现场人流量适中。这次玩了1天，人均花费约446元，氛围感不错。景点印象：景点本身有一定特色整体感受是中规中矩，别抱太高期待。二刷意愿：否。,0%,53
TR009510,张家祠堂,资阳,四川,深度游,春季,12,2,455,否,3,12月去的张家祠堂，一个人出行。地点在资阳，自驾停车需要提前规划，现场人流量适中。这次玩了2天，人均花费约455元，历史文化气息浓。景点印象：整体环境还算干净整体感受是中规中矩，按需选择。二刷意愿：否。,0%,58
TR009511,尚书第,三明,福建,周末短途,春季,1,7,1838,是,5,1月去的尚书第，和家人出行。地点在三明，打车比较省心，现场游客较多。这次玩了7天，人均花费约1838元，历史文化气息浓。景点印象：整体环境还算干净整体感受是特别满意，值得专门打卡。二刷意愿：是。,29%,57
TR009512,飞龙潭,昌吉,新疆,拍照旅行,春季,12,2,489,是,4,12月去的飞龙潭，情侣出行。地点在昌吉，公交换乘方便，现场人不算多。这次玩了2天，人均花费约489元，氛围感不错。景点印象：周边配套比较齐全整体感受是体验挺好，推荐来看看。二刷意愿：是。,0%,62
TR009513,童优悠儿童乐园,乌海,内蒙古,深度游,春季,1,1,80,否,4,1月去的童优悠儿童乐园，情侣出行。地点在乌海，打车比较省心，现场游客较多。这次玩了1天，人均花费约80元，历史文化气息浓。景点印象：景点本身有一定特色整体感受是整体不错，推荐来看看。二刷意愿：否。,0%,84
TR009514,沐梅隐舍,淮北,安徽,亲子出游,冬季,11,2,642,是,5,11月去的沐梅隐舍，和朋友出行。地点在淮北，公交换乘方便，现场人不算多。这次玩了2天，人均花费约642元，夜景表现很好。景点印象：整体环境还算干净整体感受是超出预期，值得专门打卡。二刷意愿：是。,0%,91
TR009515,气球博物馆(阜阳店),阜阳,安徽,周末短途,春季,1,1,235,否,5,1月去的气球博物馆(阜阳店)，情侣出行。地点在阜阳，地铁到达方便，现场人流量适中。这次玩了1天，人均花费约235元，拍照很出片。景点印象：周边配套比较齐全整体感受是超出预期，值得专门打卡。二刷意愿：否。,0%,64
TR009516,狗熊岭,牡丹江,黑龙江,拍照旅行,春季,12,2,797,否,2,12月去的狗熊岭，一个人出行。地点在牡丹江，打车比较省心，现场高峰时段比较拥挤。这次玩了2天，人均花费约797元，氛围感不错。景点印象：穿越羊草山感受林海雪原，这里也是观日出之胜地。整体感受是略失望，不建议高峰来。二刷意愿：否。,18%,61
TR009517,寿丘,济宁,山东,城市漫游,春季,12,7,1543,否,5,"12月去的寿丘，和家人出行。地点在济宁，自驾停车需要提前规划，现场人流量适中。这次玩了7天，人均花费约1543元，历史文化气息浓。景点印象：寿丘为中华民族始祖黄帝的诞生地。现寿丘院为景灵宫前部，少昊陵为景灵宫后部。院内现有二碑，东为""万人愁""碑，上无字，体积巨大为中国石碑之最。整体感受是超出预期，很推荐。二刷意愿：否。",0%,20
TR009518,南头古城,深圳,广东,城市漫游,秋季,7,1,232,否,4,7月去的南头古城，和朋友出行。地点在深圳，地铁到达方便，现场游客较多。这次玩了1天，人均花费约232元，拍照很出片。景点印象：探访千年古城，寻味悠悠古迹，感受昔日海防要塞的辉煌历史。整体感受是整体不错，推荐来看看。二刷意愿：否。,0%,60
TR009519,渔梁洲,襄阳,湖北,拍照旅行,冬季,11,3,1185,是,4,11月去的渔梁洲，一个人出行。地点在襄阳，自驾停车需要提前规划，现场人不算多。这次玩了3天，人均花费约1185元，夜景表现很好。景点印象：在襄樊市襄阳城南岘首山东北侧。因水落时洲人取竹木为梁用以捕鱼，故名。三面环水，一面依山，面积10余平方公里。水环山抱，土地肥沃，村落密布，林木昌盛，渔夫张网，牧童横笛，风光十分诱人。据《水经注》载：“沔水中有渔梁洲，为庞德公沂居。”…整体感受是体验挺好，可以安排半天到一天。二刷意愿：是。,0%,63
TR009520,东庆雕塑,鹤岗,黑龙江,拍照旅行,冬季,10,4,1151,否,5,10月去的东庆雕塑，和家人出行。地点在鹤岗，地铁到达方便，现场人不算多。这次玩了4天，人均花费约1151元，拍照很出片。景点印象：周边配套比较齐全整体感受是超出预期，以后还会来。二刷意愿：否。,0%,86
TR009521,茅兰沟国家森林公园,伊春,黑龙江,城市漫游,冬季,10,2,753,是,5,10月去的茅兰沟国家森林公园，和朋友出行。地点在伊春，地铁到达方便，现场高峰时段比较拥挤。这次玩了2天，人均花费约753元，夜景表现很好。景点印象：原生态的自然风光，大峡谷的风景让人惊艳。整体感受是超出预期，很推荐。二刷意愿：是。,31%,84
TR009522,幽悠小院,葫芦岛,辽宁,拍照旅行,夏季,5,1,273,是,5,5月去的幽悠小院，一个人出行。地点在葫芦岛，公交换乘方便，现场人不算多。这次玩了1天，人均花费约273元，历史文化气息浓。景点印象：景点本身有一定特色整体感受是超出预期，值得专门打卡。二刷意愿：是。,0%,101
TR009523,海州露天矿国家矿山公园,阜新,辽宁,亲子出游,春季,1,1,520,是,5,1月去的海州露天矿国家矿山公园，和朋友出行。地点在阜新，公交换乘方便，现场高峰时段比较拥挤。这次玩了1天，人均花费约520元，历史文化气息浓。景点印象：整体环境还算干净整体感受是挺惊喜，以后还会来。二刷意愿：是。,12%,61
TR009524,西安事变纪念馆,西安,陕西,深度游,冬季,9,1,613,是,5,9月去的西安事变纪念馆，一个人出行。地点在西安，自驾停车需要提前规划，现场高峰时段比较拥挤。这次玩了1天，人均花费约613元，拍照很出片。景点印象：震惊中外的“西安事变”的发生地，改变中国近代历史的地方。整体感受是挺惊喜，很推荐。二刷意愿：是。,4%,88
TR009525,锦州市笔架山风景区-海滨公园,锦州,辽宁,深度游,春季,12,1,519,否,3,12月去的锦州市笔架山风景区-海滨公园，一个人出行。地点在锦州，地铁到达方便，现场高峰时段比较拥挤。这次玩了1天，人均花费约519元，夜景表现很好。景点印象：整体环境还算干净整体感受是还可以，按需选择。二刷意愿：否。,0%,59
TR009526,北方兵器城,包头,内蒙古,亲子出游,冬季,10,7,1773,是,5,10月去的北方兵器城，和家人出行。地点在包头，自驾停车需要提前规划，现场人不算多。这次玩了7天，人均花费约1773元，拍照很出片。景点印象：近距离观赏到二十多门火炮，有幸亲自操作部分火炮。整体感受是挺惊喜，以后还会来。二刷意愿：是。,9%,88
TR009527,汉商温泉,咸宁,湖北,深度游,春季,2,4,1056,否,4,2月去的汉商温泉，和家人出行。地点在咸宁，打车比较省心，现场人不算多。这次玩了4天，人均花费约1056元，夜景表现很好。景点印象：汉商山林温泉景区景区座落于咸宁温泉旅游风景区中心--月亮湾，南临潜山，北倚淦水，建筑外形设计新颖，是咸宁地区唯一一家建于温泉地热带上并直接取水供水的全天然温泉度假景区。整体感受是整体不错，周末来刚好。二刷意愿：否。,0%,45
TR009528,天都山石窟,中卫,宁夏,拍照旅行,冬季,10,4,1219,是,5,"10月去的天都山石窟，和朋友出行。地点在中卫，地铁到达方便，现场人流量适中。这次玩了4天，人均花费约1219元，拍照很出片。景点印象：天都山亦称西华山，位于海原县西安州古城西15里，从山口循沟进约2.5公里，便可望见一座古刹，这就是天都山石窟。因民间传说在山中发现过金牛，故此窟又叫金牛寺，当地人又因石窟中有神佛塑像亦称之为老爷寺。另外，古代还有""荣光寺""之称。整体感受是挺惊喜，很推荐。二刷意愿：是。",0%,67
TR009529,乌兰夫纪念馆,呼和浩特,内蒙古,文化打卡,秋季,8,4,1283,是,3,8月去的乌兰夫纪念馆，和朋友出行。地点在呼和浩特，打车比较省心，现场人不算多。这次玩了4天，人均花费约1283元，氛围感不错。景点印象：追寻乌兰夫的昔日足迹，了解前辈们投身革命、艰苦奋斗的历史。整体感受是还可以，避开高峰更好。二刷意愿：是。,0%,57
TR009530,棋盘山,沈阳,辽宁,城市漫游,春季,1,3,1137,是,4,1月去的棋盘山，情侣出行。地点在沈阳，公交换乘方便，现场游客较多。这次玩了3天，人均花费约1137元，夜景表现很好。景点印象：山峦与湖水相映，夏天可以饱览荷塘风光，秋天枫叶绽红，是摄影的好时机。整体感受是还蛮满意，推荐来看看。二刷意愿：是。,4%,58
TR009531,褒禅山景区,巢湖,安徽,周末短途,春季,2,4,1539,是,4,2月去的褒禅山景区，情侣出行。地点在巢湖，打车比较省心，现场人不算多。这次玩了4天，人均花费约1539元，拍照很出片。景点印象：整体环境还算干净整体感受是体验挺好，周末来刚好。二刷意愿：是。,11%,83
TR009532,沙江镇,宁德,福建,文化打卡,夏季,3,3,856,是,5,3月去的沙江镇，一个人出行。地点在宁德，地铁到达方便，现场人流量适中。这次玩了3天，人均花费约856元，氛围感不错。景点印象：沙江镇，位于福建省霞浦县西南部，南临东吾洋。距县城11.9千米。辖1个社区、20个行政村。整体感受是挺惊喜，以后还会来。二刷意愿：是。,8%,95
TR009533,万泉河峡谷景区,琼海,海南,城市漫游,春季,12,3,829,是,3,12月去的万泉河峡谷景区，和朋友出行。地点在琼海，地铁到达方便，现场人不算多。这次玩了3天，人均花费约829元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是中规中矩，按需选择。二刷意愿：是。,6%,54
TR009534,紫亭凤,鄂州,湖北,文化打卡,冬季,9,2,656,是,5,9月去的紫亭凤，情侣出行。地点在鄂州，自驾停车需要提前规划，现场游客较多。这次玩了2天，人均花费约656元，夜景表现很好。景点印象：整体环境还算干净整体感受是特别满意，以后还会来。二刷意愿：是。,0%,89
TR009535,太行平湖,安阳,河南,城市漫游,春季,1,3,968,是,4,1月去的太行平湖，和朋友出行。地点在安阳，自驾停车需要提前规划，现场游客较多。这次玩了3天，人均花费约968元，历史文化气息浓。景点印象：太行平湖即南谷洞水库。位于林州市石板岩乡北部，是太行大峡谷河流“露水河”的拦河蓄水工程，1958年4月始开始施工，1960年7月正式蓄水，坝基高78．5米，坝顶宽10．3米。为粘土斜墙堆石坝体，沥青混凝土护面结构，横跨在海拨700米高的两峡―谷之间…整体感受是还蛮满意，周末来刚好。二刷意愿：是。,0%,61
TR009536,青岛啤酒博物馆,青岛,山东,深度游,冬季,10,5,1254,否,4,10月去的青岛啤酒博物馆，和家人出行。地点在青岛，地铁到达方便，现场人不算多。这次玩了5天，人均花费约1254元，夜景表现很好。景点印象：了解青岛啤酒历史，解密青岛啤酒生产过程，尝原浆青岛啤酒。整体感受是还蛮满意，周末来刚好。二刷意愿：否。,27%,98
TR009537,海南解放公园-海上栈桥,临高,海南,亲子出游,春季,12,1,403,否,3,12月去的海南解放公园-海上栈桥，一个人出行。地点在临高，公交换乘方便，现场游客较多。这次玩了1天，人均花费约403元，夜景表现很好。景点印象：整体环境还算干净整体感受是还可以，避开高峰更好。二刷意愿：否。,0%,63
TR009538,五老峰景区,九江,江西,深度游,冬季,9,3,964,是,4,9月去的五老峰景区，和朋友出行。地点在九江，公交换乘方便，现场游客较多。这次玩了3天，人均花费约964元，历史文化气息浓。景点印象：庐山最雄伟险峻的五峰，形状恰似五位老翁，从不同角度看姿态各异。 登上山顶可以远眺鄱阳湖、市镇田地及江河交错等风光。整体感受是体验挺好，推荐来看看。二刷意愿：是。,43%,61
TR009539,翠枫山自然风景区,阳泉,山西,拍照旅行,冬季,11,2,622,是,5,11月去的翠枫山自然风景区，和家人出行。地点在阳泉，自驾停车需要提前规划，现场人流量适中。这次玩了2天，人均花费约622元，氛围感不错。景点印象：整体环境还算干净整体感受是挺惊喜，以后还会来。二刷意愿：是。,0%,85
TR009540,汉中民俗村,汉中,陕西,城市漫游,秋季,8,4,900,否,5,8月去的汉中民俗村，情侣出行。地点在汉中，地铁到达方便，现场游客较多。这次玩了4天，人均花费约900元，氛围感不错。景点印象：整体环境还算干净整体感受是特别满意，以后还会来。二刷意愿：否。,1%,52
TR009541,长江,南通,江苏,亲子出游,冬季,9,2,350,是,5,9月去的长江，和家人出行。地点在南通，打车比较省心，现场游客较多。这次玩了2天，人均花费约350元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是特别满意，以后还会来。二刷意愿：是。,0%,81
TR009542,九龙瀑布群,曲靖,云南,城市漫游,秋季,7,1,363,否,4,7月去的九龙瀑布群，和朋友出行。地点在曲靖，自驾停车需要提前规划，现场人不算多。这次玩了1天，人均花费约363元，氛围感不错。景点印象：周边配套比较齐全整体感受是整体不错，周末来刚好。二刷意愿：否。,40%,82
TR009543,新疆政法学院图书馆,图木舒克,新疆,拍照旅行,春季,2,3,1028,否,5,2月去的新疆政法学院图书馆，情侣出行。地点在图木舒克，打车比较省心，现场高峰时段比较拥挤。这次玩了3天，人均花费约1028元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是特别满意，以后还会来。二刷意愿：否。,0%,66
TR009544,都督庙天后宫,澄迈,海南,城市漫游,夏季,4,2,405,否,5,4月去的都督庙天后宫，情侣出行。地点在澄迈，自驾停车需要提前规划，现场高峰时段比较拥挤。这次玩了2天，人均花费约405元，拍照很出片。景点印象：景点本身有一定特色整体感受是超出预期，很推荐。二刷意愿：否。,0%,75
TR009545,中山路商业街,青岛,山东,深度游,春季,12,7,1681,是,5,12月去的中山路商业街，和朋友出行。地点在青岛，地铁到达方便，现场高峰时段比较拥挤。这次玩了7天，人均花费约1681元，历史文化气息浓。景点印象：老青岛的商业中心，岛城的特色小吃应有尽有。整体感受是挺惊喜，值得专门打卡。二刷意愿：是。,0%,55
TR009546,铁人王进喜纪念馆,大庆,黑龙江,文化打卡,夏季,3,4,728,是,5,3月去的铁人王进喜纪念馆，情侣出行。地点在大庆，打车比较省心，现场人不算多。这次玩了4天，人均花费约728元，夜景表现很好。景点印象：周边配套比较齐全整体感受是特别满意，以后还会来。二刷意愿：是。,37%,112
TR009547,1890年原沙俄领事馆,喀什,新疆,城市漫游,夏季,5,1,354,是,5,5月去的1890年原沙俄领事馆，和朋友出行。地点在喀什，打车比较省心，现场人不算多。这次玩了1天，人均花费约354元，拍照很出片。景点印象：周边配套比较齐全整体感受是超出预期，以后还会来。二刷意愿：是。,0%,70
TR009548,龙塘河,普洱,云南,城市漫游,春季,1,7,1211,是,5,1月去的龙塘河，和朋友出行。地点在普洱，公交换乘方便，现场人流量适中。这次玩了7天，人均花费约1211元，夜景表现很好。景点印象：景点本身有一定特色整体感受是超出预期，值得专门打卡。二刷意愿：是。,0%,48
TR009549,三河口,内江,四川,深度游,秋季,8,2,644,是,5,8月去的三河口，情侣出行。地点在内江，打车比较省心，现场高峰时段比较拥挤。这次玩了2天，人均花费约644元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是特别满意，以后还会来。二刷意愿：是。,0%,113
TR009550,金鸡寺,怒江,云南,文化打卡,冬季,9,3,891,否,2,9月去的金鸡寺，一个人出行。地点在怒江，地铁到达方便，现场人流量适中。这次玩了3天，人均花费约891元，氛围感不错。景点印象：名传遐尔的寺庙群金鸡寺，位于兰坪白族普米族自治县金顶镇南约15公里的灰龙山上，是兰坪著名的佛教胜地和风景游览地。该寺初建于清嘉庆十五年(公元1810年)，光绪三十三年(1907年)重修，历时100多年。古建筑群有观音阁、弥勒殿、玉皇阁、三官祠、龙…整体感受是体验偏一般，不建议高峰来。二刷意愿：否。,0%,42
TR009551,鄂豫皖苏区首府烈士陵园,信阳,河南,周末短途,冬季,11,2,569,否,5,"11月去的鄂豫皖苏区首府烈士陵园，情侣出行。地点在信阳，地铁到达方便，现场人不算多。这次玩了2天，人均花费约569元，历史文化气息浓。景点印象：鄂豫皖苏区革命烈士陵园建于1957年、占地330亩由大门、烈士浮雕墙、烈士纪念碑、烈士纪念堂、革命斗争史陈列室、吴焕先半身塑像、烈士纪念亭、烈士墓地八大部分组成。
大门 为现代建筑，园名由原国家主席李先念亲笔题写。
烈士浮雕墙 用花岗岩雕塑…整体感受是挺惊喜，以后还会来。二刷意愿：否。",0%,46
TR009552,圣文园,梧州,广西,深度游,秋季,6,1,294,否,5,6月去的圣文园，情侣出行。地点在梧州，自驾停车需要提前规划，现场人流量适中。这次玩了1天，人均花费约294元，夜景表现很好。景点印象：景点本身有一定特色整体感受是超出预期，很推荐。二刷意愿：否。,6%,73
TR009553,溧阳市博物馆,常州,江苏,拍照旅行,秋季,8,1,203,是,5,8月去的溧阳市博物馆，和朋友出行。地点在常州，地铁到达方便，现场游客较多。这次玩了1天，人均花费约203元，夜景表现很好。景点印象：景点本身有一定特色整体感受是超出预期，很推荐。二刷意愿：是。,0%,83
TR009554,水坝滩,庆阳,甘肃,周末短途,冬季,10,1,494,否,4,10月去的水坝滩，一个人出行。地点在庆阳，公交换乘方便，现场游客较多。这次玩了1天，人均花费约494元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是还蛮满意，可以安排半天到一天。二刷意愿：否。,0%,62
TR009555,二十四道拐,黔西南,贵州,拍照旅行,秋季,7,1,647,是,5,7月去的二十四道拐，和朋友出行。地点在黔西南，公交换乘方便，现场人流量适中。这次玩了1天，人均花费约647元，夜景表现很好。景点印象：景点本身有一定特色整体感受是特别满意，以后还会来。二刷意愿：是。,16%,93
TR009556,农三师五十三团宣传文化中心,图木舒克,新疆,亲子出游,春季,2,4,877,否,5,2月去的农三师五十三团宣传文化中心，情侣出行。地点在图木舒克，公交换乘方便，现场游客较多。这次玩了4天，人均花费约877元，夜景表现很好。景点印象：整体环境还算干净整体感受是特别满意，以后还会来。二刷意愿：否。,0%,92
TR009557,三亚湾,三亚,海南,深度游,秋季,8,7,2055,是,5,8月去的三亚湾，一个人出行。地点在三亚，地铁到达方便，现场人流量适中。这次玩了7天，人均花费约2055元，拍照很出片。景点印象：海岸线绵长、视角开阔的海滩，是欣赏日落的绝佳之处。整体感受是特别满意，值得专门打卡。二刷意愿：是。,30%,92
TR009558,宁波野生动物园,宁波,浙江,周末短途,夏季,3,1,723,否,3,3月去的宁波野生动物园，情侣出行。地点在宁波，公交换乘方便，现场人不算多。这次玩了1天，人均花费约723元，氛围感不错。景点印象：景点本身有一定特色整体感受是体验一般，按需选择。二刷意愿：否。,0%,98
TR009559,米拉山口,林芝,西藏,城市漫游,冬季,9,2,734,是,4,9月去的米拉山口，情侣出行。地点在林芝，打车比较省心，现场高峰时段比较拥挤。这次玩了2天，人均花费约734元，拍照很出片。景点印象：林芝和拉萨的分界线，东西两侧风景完全不同，反差极大。整体感受是整体不错，周末来刚好。二刷意愿：是。,11%,106
TR009560,砬子沟,辽阳,辽宁,拍照旅行,夏季,5,2,314,否,4,5月去的砬子沟，一个人出行。地点在辽阳，自驾停车需要提前规划，现场人流量适中。这次玩了2天，人均花费约314元，氛围感不错。景点印象：景点本身有一定特色整体感受是体验挺好，周末来刚好。二刷意愿：否。,0%,61
TR009561,毡塘水库,萍乡,江西,文化打卡,冬季,9,1,966,否,2,9月去的毡塘水库，情侣出行。地点在萍乡，自驾停车需要提前规划，现场游客较多。这次玩了1天，人均花费约966元，氛围感不错。景点印象：整体环境还算干净整体感受是体验偏一般，不建议高峰来。二刷意愿：否。,0%,69
TR009562,水龙山瀑布,芜湖,安徽,城市漫游,冬季,10,6,1620,是,5,10月去的水龙山瀑布，一个人出行。地点在芜湖，地铁到达方便，现场人不算多。这次玩了6天，人均花费约1620元，氛围感不错。景点印象：整体环境还算干净整体感受是特别满意，很推荐。二刷意愿：是。,0%,101
TR009563,西海大峡谷,黄山,安徽,亲子出游,夏季,3,1,360,否,5,3月去的西海大峡谷，和家人出行。地点在黄山，自驾停车需要提前规划，现场人流量适中。这次玩了1天，人均花费约360元，夜景表现很好。景点印象：黄山新开发景区，游客较少，可在绝壁上的栈道徒步，看奇峰怪石。整体感受是超出预期，值得专门打卡。二刷意愿：否。,5%,48
TR009564,塔塔农场,连云港,江苏,周末短途,春季,1,1,590,是,5,1月去的塔塔农场，和朋友出行。地点在连云港，自驾停车需要提前规划，现场游客较多。这次玩了1天，人均花费约590元，夜景表现很好。景点印象：周边配套比较齐全整体感受是超出预期，以后还会来。二刷意愿：是。,0%,70
TR009565,空山洞,荆门,湖北,城市漫游,冬季,10,1,766,是,4,10月去的空山洞，和家人出行。地点在荆门，公交换乘方便，现场高峰时段比较拥挤。这次玩了1天，人均花费约766元，历史文化气息浓。景点印象：湖北荆门空山洞被誉为华中第一溶洞，洞内景观惟妙惟肖，光怪陆离，造型有神，互争奇观，构成了千姿百态的自然景观。最神奇的是洞内一组能敲击发音并且符合音律的钟乳石，被地质界和音乐界称为绝无仅有的世间一绝——天然“石编钟”。整体感受是体验挺好，周末来刚好。二刷意愿：是。,6%,35
TR009566,萍乡武功山风景区,萍乡,江西,深度游,春季,2,1,404,否,5,2月去的萍乡武功山风景区，和家人出行。地点在萍乡，自驾停车需要提前规划，现场游客较多。这次玩了1天，人均花费约404元，拍照很出片。景点印象：在金顶的高山草甸露营，欣赏“天上草原”，看云海日出。 9月帐篷节期间十分热闹，草甸上五颜六色的帐篷煞是壮观。整体感受是超出预期，值得专门打卡。二刷意愿：否。,0%,64
TR009567,升钟湖,南充,四川,拍照旅行,春季,12,5,1183,否,5,12月去的升钟湖，和朋友出行。地点在南充，地铁到达方便，现场高峰时段比较拥挤。这次玩了5天，人均花费约1183元，历史文化气息浓。景点印象：整体环境还算干净整体感受是特别满意，以后还会来。二刷意愿：否。,0%,56
TR009568,顶澳仔猫街,厦门,福建,周末短途,秋季,6,3,890,否,5,6月去的顶澳仔猫街，一个人出行。地点在厦门，公交换乘方便，现场高峰时段比较拥挤。这次玩了3天，人均花费约890元，拍照很出片。景点印象：整体环境还算干净整体感受是特别满意，很推荐。二刷意愿：否。,0%,88
TR009569,景德镇民窑博物馆,景德镇,江西,拍照旅行,冬季,11,6,1686,否,2,11月去的景德镇民窑博物馆，和朋友出行。地点在景德镇，打车比较省心，现场人流量适中。这次玩了6天，人均花费约1686元，夜景表现很好。景点印象：丰富的文化遗存反映了七百年间陶瓷工艺史上重大变革和集中国古代制瓷历史之大成的过程。整体感受是略失望，建议谨慎前往。二刷意愿：否。,5%,33
TR009570,茨坪景区,吉安,江西,城市漫游,秋季,7,4,1007,是,5,7月去的茨坪景区，情侣出行。地点在吉安，公交换乘方便，现场高峰时段比较拥挤。这次玩了4天，人均花费约1007元，拍照很出片。景点印象：井冈山的游客大本营，吃住行购都能在此解决。 参观革命旧址群和革命纪念馆，了解那段热血沸腾的历史。整体感受是超出预期，很推荐。二刷意愿：是。,14%,91
TR009571,胜利电视塔,东营,山东,深度游,春季,1,3,634,否,5,1月去的胜利电视塔，和家人出行。地点在东营，自驾停车需要提前规划，现场高峰时段比较拥挤。这次玩了3天，人均花费约634元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是特别满意，以后还会来。二刷意愿：否。,0%,90
TR009572,水帘瀑布,自贡,四川,文化打卡,夏季,5,2,442,是,5,5月去的水帘瀑布，和家人出行。地点在自贡，地铁到达方便，现场人流量适中。这次玩了2天，人均花费约442元，拍照很出片。景点印象：周边配套比较齐全整体感受是超出预期，以后还会来。二刷意愿：是。,0%,63
TR009573,肇兴侗寨,黔东南,贵州,深度游,秋季,7,5,1038,否,5,7月去的肇兴侗寨，一个人出行。地点在黔东南，公交换乘方便，现场游客较多。这次玩了5天，人均花费约1038元，夜景表现很好。景点印象：这里有被载入吉尼斯纪录的侗寨鼓楼群，鼓楼特色不一。整体感受是超出预期，很推荐。二刷意愿：否。,11%,121
TR009574,北盘江大桥,六盘水,贵州,城市漫游,秋季,8,4,1220,否,5,8月去的北盘江大桥，和朋友出行。地点在六盘水，地铁到达方便，现场人流量适中。这次玩了4天，人均花费约1220元，拍照很出片。景点印象：周边配套比较齐全整体感受是挺惊喜，值得专门打卡。二刷意愿：否。,0%,56
TR009575,清音阁,乐山,四川,城市漫游,冬季,9,2,816,否,5,9月去的清音阁，情侣出行。地点在乐山，公交换乘方便，现场人不算多。这次玩了2天，人均花费约816元，历史文化气息浓。景点印象：峨眉山中重要的寺庙，附近有双桥清音等景点，是拍照的好地方。整体感受是特别满意，以后还会来。二刷意愿：否。,20%,51
TR009576,官马溶洞,吉林市,吉林,周末短途,冬季,11,1,542,否,3,11月去的官马溶洞，和朋友出行。地点在吉林市，打车比较省心，现场游客较多。这次玩了1天，人均花费约542元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是还可以，按需选择。二刷意愿：否。,0%,51
TR009577,文昌清澜港,文昌,海南,亲子出游,夏季,4,3,1022,是,5,4月去的文昌清澜港，一个人出行。地点在文昌，公交换乘方便，现场高峰时段比较拥挤。这次玩了3天，人均花费约1022元，夜景表现很好。景点印象：周边配套比较齐全整体感受是挺惊喜，值得专门打卡。二刷意愿：是。,0%,91
TR009578,栖霞寺,益阳,湖南,文化打卡,秋季,7,2,403,是,4,7月去的栖霞寺，一个人出行。地点在益阳，打车比较省心，现场游客较多。这次玩了2天，人均花费约403元，历史文化气息浓。景点印象：景点本身有一定特色整体感受是体验挺好，周末来刚好。二刷意愿：是。,100%,64
TR009579,金山鹿苑,伊春,黑龙江,文化打卡,春季,2,2,656,是,5,2月去的金山鹿苑，和家人出行。地点在伊春，地铁到达方便，现场人流量适中。这次玩了2天，人均花费约656元，氛围感不错。景点印象：周边配套比较齐全整体感受是挺惊喜，很推荐。二刷意愿：是。,6%,86
TR009580,琼中张新发槟榔文化博览馆,琼中,海南,文化打卡,夏季,5,3,1119,否,5,5月去的琼中张新发槟榔文化博览馆，和家人出行。地点在琼中，打车比较省心，现场人流量适中。这次玩了3天，人均花费约1119元，氛围感不错。景点印象：周边配套比较齐全整体感受是挺惊喜，以后还会来。二刷意愿：否。,0%,81
TR009581,深圳博物馆,深圳,广东,亲子出游,夏季,4,2,412,是,4,4月去的深圳博物馆，和朋友出行。地点在深圳，地铁到达方便，现场人不算多。这次玩了2天，人均花费约412元，拍照很出片。景点印象：如果你想了解深圳，如果你对历史感兴趣，那就不容错过。整体感受是体验挺好，周末来刚好。二刷意愿：是。,2%,75
